date,location,total_vaccinations,total_distributed,people_fully_vaccinated,daily_vaccinations
2021-03-08,United States,92089852,116378615,31493040,2169981
2021-03-09,United States,93692598,123232775,32102061,2151571
2021-03-10,United States,95721290,127869155,32904161,2168688
2021-03-11,United States,98203893,131131470,33863127,2233006
2021-03-12,United States,101128005,133337525,35000159,2302844
2021-03-13,United States,105703501,135846665,36929777,2541597
2021-03-14,United States,107060274,135847835,37459269,2386932
2021-03-15,United States,109081860,135847835,38335432,2427430
2021-03-16,United States,110737856,142918525,39042345,2435037
2021-03-17,United States,113037627,147590615,39989196,2473762
2021-03-18,United States,115730008,151108445,40981464,2503731
2021-03-19,United States,118313818,154199235,41934629,2455116
2021-03-20,United States,121441497,156734555,43036818,2248285
2021-03-21,United States,124481412,156734555,44141228,2488734
2021-03-22,United States,126509736,156734555,44910946,2489697
2021-03-23,United States,128217029,164300795,45533962,2497025
2021-03-24,United States,130473853,169223125,46365515,2490889
2021-03-25,United States,133305295,173525335,47419832,2510755
2021-03-26,United States,136684688,177501775,48695172,2624410
2021-03-27,United States,140180735,180644125,50141769,2677034
2021-03-28,United States,143462691,180646465,51593564,2711611
2021-03-29,United States,145812835,180646565,52614231,2757586
2021-03-30,United States,147602345,189451285,53423486,2769331
2021-03-31,United States,150273292,195581725,54607041,2828491
2021-04-01,United States,153631404,200496635,56089614,2903730
2021-04-02,United States,157606463,204719335,57984785,2988825
2021-04-03,United States,161688422,207866645,59858146,3072527
2021-04-04,United States,165053746,207891295,61416536,3084436
2021-04-05,United States,167187795,207891395,62392065,3053566
2021-04-06,United States,168592075,219194215,63016976,2998533
2021-04-07,United States,171476655,225294435,64422618,3029052
2021-04-08,United States,174879716,229398685,66203123,3035473
2021-04-09,United States,178837781,233591955,68202458,3033045
2021-04-10,United States,183467709,237791735,70692645,3111327
2021-04-11,United States,187047131,237796105,72630892,3141912
2021-04-12,United States,189692045,237796305,74066085,3214893
2021-04-13,United States,192282781,245364805,75322283,3384387
2021-04-14,United States,194791836,250998265,76681252,3330740
2021-04-15,United States,198317040,255400665,78498290,3348189
2021-04-16,United States,202282923,258502815,80609818,3349306
2021-04-17,United States,205871913,264499715,82471151,3200601
2021-04-18,United States,209406814,264505725,84263408,3194240
2021-04-19,United States,211581309,264505725,85365180,3127038
2021-04-20,United States,213388238,272030795,86223506,3015065
2021-04-21,United States,215951909,277938875,87592646,3022868
2021-01-12,Utah,95225,256275,4608,
2021-01-13,Utah,104036,266025,6021,8811
2021-01-14,Utah,115384,267975,,10080
2021-01-15,Utah,128210,268175,10534,10995
2021-01-16,Utah,,,,10433
2021-01-17,Utah,,,,10096
2021-01-18,Utah,,,,9872
2021-01-19,Utah,163205,268175,15367,9711
2021-01-20,Utah,181792,319700,16272,11108
2021-01-21,Utah,189578,337825,17275,10599
2021-01-22,Utah,202729,341725,20697,10646
2021-01-23,Utah,202729,341725,20697,9396
2021-01-24,Utah,202729,341725,20697,8146
2021-01-25,Utah,229007,341725,25693,10650
2021-01-26,Utah,230418,374850,25817,9602
2021-01-27,Utah,239807,394250,30065,8288
2021-01-28,Utah,239807,399425,30065,7176
2021-01-29,Utah,271127,401375,40909,9771
2021-01-30,Utah,286501,401375,45874,11967
2021-01-31,Utah,286501,401375,45874,11967
2021-02-01,Utah,323030,401375,62607,13432
2021-02-02,Utah,324636,427225,63286,13460
2021-02-03,Utah,324636,471575,63286,12118
2021-02-04,Utah,353469,492450,74992,16237
2021-02-05,Utah,376495,493425,80826,15053
2021-02-06,Utah,400285,493525,88190,16255
2021-02-07,Utah,400285,493525,88190,16255
2021-02-08,Utah,506629,493525,104274,26228
2021-02-09,Utah,510267,531875,105704,26519
2021-02-10,Utah,510267,554050,105704,26519
2021-02-11,Utah,510267,579600,105704,22400
2021-02-12,Utah,510267,579700,105704,19110
2021-02-13,Utah,510267,579700,105704,15712
2021-02-14,Utah,510267,579700,105704,15712
2021-02-15,Utah,,,,2117
2021-02-16,Utah,532635,604675,118086,3195
2021-02-17,Utah,532635,605650,118086,3195
2021-02-18,Utah,551742,618325,126080,5925
2021-02-19,Utah,584648,657150,136006,10626
2021-02-20,Utah,610074,658750,146105,14258
2021-02-21,Utah,610580,658750,146286,14330
2021-02-22,Utah,610874,658750,146464,12775
2021-02-23,Utah,611048,723510,146600,11202
2021-02-24,Utah,629173,759020,155000,13791
2021-02-25,Utah,662012,787680,168507,15753
